0.000000 0.002328
0.063467 0.002292
0.126933 0.002251
0.190400 0.002206
0.253866 0.002159
0.317333 0.002109
0.380799 0.002059
0.444266 0.002009
0.507732 0.001961
0.571199 0.001915
0.634665 0.001871
0.698132 0.001831
0.761598 0.001795
0.825065 0.001763
0.888531 0.001735
0.951998 0.001712
1.015464 0.001692
1.078931 0.001678
1.142397 0.001667
1.205864 0.001660
1.269330 0.001657
1.332797 0.001659
1.396263 0.001664
1.459730 0.001673
1.523196 0.001687
1.586663 0.001704
1.650129 0.001726
1.713596 0.001752
1.777063 0.001782
1.840529 0.001816
1.903996 0.001854
1.967462 0.001896
2.030929 0.001940
2.094395 0.001987
2.157862 0.002036
2.221328 0.002086
2.284795 0.002135
2.348261 0.002184
2.411728 0.002230
2.475194 0.002273
2.538661 0.002311
2.602127 0.002344
2.665594 0.002371
2.729060 0.002391
2.792527 0.002403
2.855993 0.002407
2.919460 0.002403
2.982926 0.002391
3.046393 0.002371
3.109859 0.002344
3.173326 0.002311
3.236792 0.002272
3.300259 0.002229
3.363725 0.002183
3.427192 0.002134
3.490659 0.002084
3.554125 0.002034
3.617592 0.001985
3.681058 0.001937
3.744525 0.001892
3.807991 0.001851
3.871458 0.001813
3.934924 0.001779
3.998391 0.001749
4.061857 0.001723
4.125324 0.001702
4.188790 0.001684
4.252257 0.001672
4.315723 0.001663
4.379190 0.001658
4.442656 0.001658
4.506123 0.001661
4.569589 0.001668
4.633056 0.001679
4.696522 0.001695
4.759989 0.001714
4.823455 0.001738
4.886922 0.001766
4.950388 0.001798
5.013855 0.001834
5.077321 0.001874
5.140788 0.001917
5.204254 0.001963
5.267721 0.002012
5.331188 0.002061
5.394654 0.002111
5.458121 0.002160
5.521587 0.002207
5.585054 0.002252
5.648520 0.002293
5.711987 0.002329
5.775453 0.002359
5.838920 0.002382
5.902386 0.002398
5.965853 0.002406
6.029319 0.002406
6.092786 0.002398
6.156252 0.002382
6.219719 0.002358
6.283185 0.002328
